_id,Date,Location,Operator,PlaneType,Dead,Aboard,Ground
2612,27-11-1970,"Near Nha Trang, South Vietnam",Military - U.S. Air Force,Fairchild C-123K,79,79,0
2613,29-11-1970,"Near Cam Ranh, South Vietnam",Military - U.S. Air Force,Fairchild C-123K,42,44,0
2614,02-12-1970,"Dhaka, Bangladesh",Cargolux,Canadair CL-44J,4,4,0
2615,05-12-1970,"Delhi, India",Jamair,Douglas DC-3,5,16,0
2616,07-12-1970,"Near Constanta, Romania",Tarom,BAC One-Eleven  424EU,18,27,0
2617,19-12-1970,"Panarah, Pakistan",Military - Russian Air Force,Antonov AN-22,17,17,0
2618,28-12-1970,"St. Thomas, Virgin Islands",Trans Caribbean Airways,Boeing B-727-2A7,2,55,0
2619,31-12-1970,"Leningrad, USSR",Aeroflot,Ilyushin IL-18B,93,93,0
2620,31-12-1970,"Near Shemshernagar,  Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 200,7,35,0
2621,31-12-1970,"Off Algiers, Algeria",Rousseau Aviation,Nord 262E,31,31,0
2622,02-01-1971,"Ben Gashir, Libya",United Arab Airlines,de Havilland Comet 4C,16,16,0
2623,09-01-1971,"Edison, New Jersey",American Airlines / Private,Boeing B-707-323 / Cessna 150,2,21,0
2624,18-01-1971,"Zurich, Switzerland",Balkan Bulgarian Airlines,Ilyushin IL-18,45,47,0
2625,21-01-1971,"Near Privas, France",L'Arm????e de L'Air,Nord 262A-34,21,21,0
2626,21-01-1971,"Near Pacae, Peru",Fuerza A????rea del Peru,Curtiss-Wright C-46,35,35,0
2627,22-01-1971,"Surgut, USSR",Aeroflot,Antonov AN-12B,14,14,0
2628,23-01-1971,"Near Sokcho, South Korea",Korean Airlines,Fokker F-27 Friendship 500,2,60,0
2629,25-01-1971,"Merida, Venezuela",Linea Aeropostal Venezolana,Vickers Viscount 749,18,48,0
2630,31-01-1971,"Voroshilovgrad, Russia",Aeroflot,Antonov AN-10,7,7,0
2631,07-02-1971,"Aguadilla, Puerto Rico",Jamie Ramirez - Air Taxi,Piper PA-28,3,3,0
2632,17-02-1971,"Mt. Cunatineuta, Ecuador",TAM (Transportes Aereos Militares),Curtiss C-46,12,12,0
2633,26-03-1971,"Gauhati, India",Jamair,Douglas DC-3,15,15,0
2634,31-03-1971,"Vorochilovgrad, Ukraine",Aeroflot,Antonov An-10,65,65,0
2635,31-03-1971,"Ontario, California",Western Airlines,Boeing B-720-047B,5,5,0
2636,15-04-1971,"Near San Jose, Philippines",Military - Philippine Air Force,Douglas C-47A,39,40,0
2637,20-04-1971,"Kayenta, Arizona",Monument Valle - Air Taxi,Cessna TU206B,2,2,0
2638,21-04-1971,"C. Amalie, Virgin Islands",Costal Airway,Beech E18S,8,8,0
2639,22-04-1971,"Manchester, New Hampshire",New England Aviaiton,Beechcraft C35,4,4,0
2640,06-05-1971,"Coolidge, Arizona",Apache Airlines - Air Taxi,de Havilland 104-7X,12,12,0
2641,11-05-1971,"Guatemala City, Guatemala",Aviateca,Curtiss C-46A-55-CK,5,35,0
2642,12-05-1971,"Anaktvk Pass, Alaska",Gay Airways - Air Taxi,Sud Aviation SA 318C,2,4,0
2643,23-05-1971,"Near Rijeka, Yugoslavia",Aviogenex (Yugoslavia),Tupolev TU-134A,78,83,0
2644,25-05-1971,"Santiago, Chile","	Aerolineas Flecha Austral - ALFA",Curtiss C-46,4,4,0
2645,26-05-1971,"Near Capetown, South Africa",Military - South African Air Force,Hawker Siddeley HS 125-400B (3),11,11,0
2646,28-05-1971,"Roanoke, Virginia",Private,Aero Commander 680E,6,6,0
2647,06-06-1971,"Near Duarte, California",Hughes Airwest  / Military - US Marine Air Corps,McDonnell Douglas DC-9-31 / F4-B,50,51,0
2648,07-06-1971,"New Haven, Connecticut",Allegheny Airlines,Convair CV-580,28,31,0
2649,13-06-1971,North Pacific Ocean,Military - U.S. Air Force,Boeing - EC-135N,24,24,0
2650,17-06-1971,"Near Arica, Chile",SAVCO,Douglas DC-6,6,6,0
2651,28-06-1971,"Garberville, California",Shelter Cove Sea Park,Douglas DC-3,17,24,0
2652,03-07-1971,"Hokkaido, Japan",Toa Domestic Airline (Japan),NAMC YS-11A-227,68,68,0
2653,21-07-1971,"Anchorage, Alaska",Anchorage Helicopter - Air Taxi,Bell 206,3,3,0
2654,24-07-1971,"Near Bamako, Mali",Air Ivoire,Douglas DC-3,6,6,0
2655,25-07-1971,"Near Irkutsk, Russia",Aeroflot,Tupolev TU-104B,97,126,0
2656,25-07-1971,"Manila, Philippines",Pan American World Airways,Boeing 707-321CF,4,4,0
2657,30-07-1971,"Near Morioko, Japan",All Nippon Airways /  Japanese Air Force,Boeing B-727-281 / Air Force F86F,163,164,0
2658,30-07-1971,"San Francisco, California",Pan American World Airways,Boeing B-747-121,0,218,0
2659,30-07-1971,"Near Pau, France",Military - French Air Force,Nord 2501 Noratlas,37,39,0
2660,11-08-1971,"Irkutsk, USSR",Aeroflot,Tupolev TU-104,100,100,0
2661,12-08-1971,"Valdez, Alaska",Trans Alaska Helicopter - Air Taxi,Sikorsky S-55B,2,2,0
2662,18-08-1971,"Near Pegnitz, West Germany",Military - U.S. Army,Boeing Vertol CH-47A (helicopter),37,37,0
2663,19-08-1971,"Augusta, Maine",Downeast Airlines,Piper PA-31,3,8,0
2664,28-08-1971,"Off Copenhagen, Denmark",Malev Hungarian Airlines,Ilyushin IL-18D,32,34,0
2665,04-09-1971,"Near Juneau, Alaska",Alaska Airlines,Boeing B-727-193,111,111,0
2666,06-09-1971,"Near Hasloh, Germany",Pan International,BAC One-Eleven 515FB,22,121,0
2667,15-09-1971,"Jackson, Mississippi",C and C Aviation - Air Taxi,Aero Commander 560-A,5,5,0
2668,16-09-1971,"Kiev, Ukraine, USSR",Malev Hungarian Airlines,Tupolev TU-134A,49,49,0
2669,16-09-1971,"Presevo, Russia",Yemen Airlines,Douglas DC-3,5,5,0
2670,17-09-1971,"Rila mountain, Bulgaria",Balkan Bulgarian Airlines,Antonov An-14,8,9,0
2671,28-09-1971,"Sena Madureira, Brazil",Cruzeiro,Douglas DC-3,32,32,0
2672,02-10-1971,"Near Aarsele, West Vlaanderen, Belgium",British European Airways,Vickers Vanguard 951,63,63,0
2673,10-10-1971,"Moscow, Russia",Aeroflot,Tupolev TU-104B,25,25,0
2674,16-10-1971,"Colorado City, Arizona",Scenic Air Lines,Cessna 402,10,10,0
2675,16-10-1971,"Hot Springs, Virginia",Alpena Flying Service - Air Taxi,Swearingen SA26AT,6,6,0
2676,17-10-1971,"San Vicente del Caguan, Colombia",Aerolineas TAO,Douglas C-47A,19,21,0
2677,21-10-1971,"Peoria, Illinois",Chicago and Southern Airlines,Beech E18S,16,16,0
2678,23-10-1971,"Near Qui Nhon, South Vietnam",Military - Vietnamese Air Force,Douglas C-47,31,31,0
2679,24-10-1971,"Bath, Pennsylvania",Monmouth Airways,Beechcraft B99,4,8,0
2680,09-11-1971,"Off Livorno, Italy",Military - Royal Air Force,Lockheed C-130K Hercules,52,52,0
2681,10-11-1971,"Off Padang, Indonesia",Merpati Nusantara Airlines,Vickers Viscount 828,69,69,0
2682,12-11-1971,"Vinnitsa, Russia",Aeroflot,Antonov AN-24,48,48,0
2683,21-11-1971,"Near Penghu Island, Taiwan",China Airlines (Taiwan),Sud Aviation SE-210 Caravelle III,25,25,0
2684,28-11-1971,"Near Hue, South Vietnam",Military - U.S. Army,Boeing Vertol CH-47C,34,34,0
2685,01-12-1971,"Saratov, Russia",Aeroflot,Antonov AN-24,57,57,0
2686,04-12-1971,"Raleigh, North Carolina",Eastern Air Lines,Douglas DC-9-31 /Cessna 206,2,29,0
2687,06-12-1971,"Tikaka, Sudan",Sudan Airways,Fokker F-27 Friendship 200,10,42,0
2688,09-12-1971,"Chinnamanur, India",Indian Airlines,HAL-748-224 Srs.2,21,31,0
2689,21-12-1971,"Sofia, Bulgaria",Balkan Bulgarian Airlines,Ilyushin IL-18B,28,73,0
2690,24-12-1971,"Near Puerto Inca, Huanuco, Peru",Lineas Aereas Nacionales SA (Peru),Lockheed 188A Electra,91,92,0
2691,06-01-1972,"Near Chetumal, Mexico",SAESA,Hawker Siddeley HS-748-230 Srs. 2A,23,23,0
2692,07-01-1972,"Sierra de Atalayasa, Spain",Iberia Airlines,Sud-Aviation Caravelle VI-R,104,104,0
2693,18-01-1972,"Chambers, Nebraska",Kime Flying Service - Air Taxi,Piper PA-23,3,3,0
2694,21-01-1972,"Near Adana, Turkey",Turkish Airlines (THY),Mc Donnell Douglas DC-9-32,1,8,0
2695,21-01-1972,"Near Betania, Colombia",SATENA,Douglas C-47,39,39,0
2696,21-01-1972,"Near Funza, Colombia",Lineas A????reas la Urraca,Vickers Viscount 837,20,20,0
2697,26-01-1972,"Near Srbsk???? Kamenice, Czech Republic",JAT Yugoslav Airlines,McDonnell Douglas DC-9-32,27,28,0
2698,01-02-1972,"Near Tegal, Indonesia",Royal Air Laos/PENAS,Douglas DC-6,6,9,0
2699,04-02-1972,"Pha Khao, Laos",Air America,de Havilland Canada C-7A Caribou,1,38,0
2700,04-02-1972,"BattleMountain, Nevada",Clarkes Thunder - Air Taxi,Beechcraft S35,2,2,0
2701,05-02-1972,"Near Valledupar, Colombia",TAC Colombia,Fairchild F-27,19,19,0
2702,11-02-1972,"Near Vientiane, Laos",Royal Air Lao,Douglas DC-4,23,23,0
2703,16-02-1972,"Jackson, Mississippi",Hankins Airways - Air Taxi,Beechcraft D 18S,2,2,0
2704,19-02-1972,"Little Rock, Arkansas",Military - U.S. Air Force,Lockheed C-130E Hercules,5,7,0
2705,20-02-1972,"Fairfield, Idaho",Sun Valley Airways - Air Taxi,Beechcraft 65-B80,4,4,0
2706,22-02-1972,"Molokai, Hawaii",Alii Air Hawaii - Air Taxi,Beechcraft D 18S,8,8,0
2707,03-03-1972,"Albany, New York",Mohawk Airlines,Fairchild-Hiller FH-227-B,16,48,1
2708,13-03-1972,"Fort Worth, Texas",Military - U.S. Air Force,Boeing KC-135A,5,5,0
2709,14-03-1972,"Near Al Fujayrah, United Arab Emirates",Sterling Airways,Aerospatiale Caravelle Super 10B,112,112,0
2710,19-03-1972,"Shamsam Mountains, South Yemen",Egyptair,McDonnell Douglas DC-9-32,22,22,0
2711,28-03-1972,"Near Tchepone, Laos",Military - U.S. Air Force,Lockheed AC-130A Hercules,14,14,0
2712,06-04-1972,"Near San Fernando, Venezuela",AVENSA,Curtiss C-46F,2,2,0
2713,12-04-1972,"Near Rio de Janeiro, Brazil",VASP,NAMC YS-11A-211,25,25,0
2714,16-04-1972,"Near Ardinello di Amaseno, Italy",Aero Transporti Italiani,Fokker F-27 Friendship 200,18,18,0
2715,17-04-1972,"New York, New York",Helaire Helicopter,Bell 47J-2,3,3,0
2716,18-04-1972,"Addis Ababa, Ethiopia",East African Airways,BAC Super VC-10 1154,43,107,0
2717,20-04-1972,"Near Moyobamba, Peru",SATCO,Douglas C-47D,6,6,0
2718,24-04-1972,"Nyot Mo, Laos",Air America,Pilatus PC6CH2,4,10,0
2719,26-04-1972,"Near An Loc, Vietnam",Military - U.S. Air Force,Lockheed C-130E Hercules,6,6,0
2720,04-05-1972,"Bratsk, USSR",Aeroflot,Yakovlev YAK-40,18,18,0
2721,05-05-1972,"Near Carini, Sicily, Italy",Alitalia,McDonnell Douglas DC-8-43,115,115,0
2722,08-05-1972,Venezuela,Aerotechnia,Douglas C-47B,7,7,0
2723,10-05-1972,"Near Gia Dinh, South Vietnam",Military - U.S. Army,Boeing Vertol CH47A (helicopter),34,34,0
2724,16-05-1972,"Svetlogorsk, Russia",Military - Russian Navy,Antonov An-26,9,9,25
2725,18-05-1972,"Near Kharkov, Ukraine, USSR",Aeroflot,Antonov AN-10A,122,122,0
2726,19-05-1972,"Albuquerque, New Mexico",Ross Aviation - Air Taxi,Beechcraft 65-B80,9,9,0
2727,21-05-1972,"Lobito, Angola",DTA Angola Airlines,Fokker F-27 Friendship 200,22,25,0
2728,27-05-1972,"Near Helgoland, Germany",General Air,de Havilland Canada DHC-6 Twin Otter,8,13,0
2729,29-05-1972,"Dulac, Louisiana",Petrolium Helicopter,Bell 205A,11,11,0
2730,29-05-1972,"Cruzeiro do Sul Acre, Brazil",Amazonese Importacao e Exportacao,Lockheed 049 Constellation,9,18,0
2731,30-05-1972,"Dallas/Ft. Worth, Texas",Delta Air Lines,McDonnell Douglas DC-9-14,4,4,0
2732,01-06-1972,"Valdez, Alaska",Fairbanks Air - Air Taxi,Cessna U206C,2,2,0
2733,03-06-1972,"Winfield, Kansas",Smyer Aircraft - Air Taxi,Beechcraft E18S,2,2,0
2734,03-06-1972,"Near Jesbel Musa, Morocco",Military - U.S. Navy,Lockheed P-3A Orion,14,14,0
2735,05-06-1972,"Near Pleiku, Vietnam",Air America,Curtiss C-46A,32,32,0
2736,13-06-1972,"Santiago, Chile",Aerolineas Flecha Austral,Curtiss C-46D,3,3,0
2737,13-06-1972,"Near an Loc, South Vietnam",Military - Vietnamese Air Force,Boeing Vertol CH-47 (helicopter),47,47,0
2738,14-06-1972,"Near New Delhi, India",Japan Air Lines,McDonnell Douglas DC-8-53,82,87,4
2739,15-06-1972,"Near Pleiku, South Vietnam",Cathay Pacific Airways,Convair CV-880-22M-21,81,81,0
2740,18-06-1972,"Smiley, Texas",Air Central,Cessna 182N,5,5,0
2741,18-06-1972,"London Heathrow,  Staines, Surrey, England",British European Airways,Hawker Siddeley Trident 1C,118,118,0
2742,18-06-1972,"Hu????, Vietnam",Military - U.S. Air Force,Lockheed AC-130A Hercules,12,15,0
2743,24-06-1972,"Ponce, Puerto Rico",Prinair,de Havilland DH-114 Heron 2B,5,20,0
2744,25-06-1972,"Hornell, New York",Seventy Airways - Air Taxi,Hughes 369HS,3,3,0
2745,29-06-1972,"Appleton, Wisconsin",North Central Airlines / Air Wisconsin,Convair CV-580/De Hav. Twin Otter 100,13,13,0
2746,29-06-1972,"Blackpool, England",Inter City Flug,MBB HFB-320 Hansa Jet,7,8,0
2747,30-06-1972,"Steamboat, Nevada",Casino Air - Air Taxi,Beechcraft U206C,2,5,0
2748,05-07-1972,"San Francisco, California",Pacific Southwest Airlines,Boeing 737-200,3,86,0
2749,06-07-1972,"Off Las Palmas, Canary Islands, Spain",Aviaco,McDonnell Douglas DC-8-52,10,10,0
2750,11-07-1972,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,Sikorsky CH-53D (helicopter),52,67,0
2751,11-07-1972,"Near Grytoya, Norway",Military - Royal Norwegian Air Force,de Havilland Canada DHC-6 Twin Otter 100,19,19,0
2752,20-07-1972,"Corfu Island, Greece",Charter,Sud-Aviation SE210 Caravelle,1,84,0
2753,29-07-1972,"Villavicencio, Colombia",AVIANCA / AVIANCA,Douglas DC-3 / Douglas DC-3,38,38,0
2754,12-08-1972,"Near Delhi, India",Indian Airlines,Fokker F-27 Friendship 100,18,18,0
2755,12-08-1972,"Near Soc Trang, South Vietnam",Military - U.S. Air Force,Lockheed C-130E,30,44,0
2756,14-08-1972,"Near Konigs Wusterausen, East Germany",Interflug,Ilyushin IL-62,156,156,0
2757,16-08-1972,"Near Sandoway, Burma",Burma Airways,Douglas DC-3 (C-47A-DK),26,31,0
2758,27-08-1972,"Canaima, Venezuela",Lineas Areas Venezolanas,Douglas C-47-DL,34,34,0
2759,28-08-1972,"Papua, New Guinea",Military - Royal Australian Air Force,de Havilland Canada DHC-4 Caribou,25,29,0
2760,31-08-1972,"Near Magnitogorsk, Russia",Aeroflot,Ilyushin IL-18,102,102,0
2761,01-09-1972,"Mt. Giluwe, Papua, New Guinea",Ansett Airlines of Papua New Guinea,Shorts SC-7 Skyvan 3-300,4,4,0
2762,07-09-1972,"Trinidad, Bolivia",Servicios Aereas Virgen de Copacabana,Curtiss C-46A-40-CU,1,8,0
2763,10-09-1972,"Gondar, Ethiopia",Ethiopian Airlines,Douglas DC-3,11,11,0
2764,13-09-1972,"Near Dhulikhel, Nepal",Military - Royal Nepalese Air Force,Douglas C-47,31,31,0
2765,24-09-1972,"Sacramento, California",Private,F-86 Sabrejet,0,1,22
2766,24-09-1972,"Near Ben Cat, South Vietnam",Air Vietnam (South Vietnam),Douglas C-54D-1-DC,10,13,0
2767,30-09-1972,"Madrid, Spain",Spantax,Douglas C-47B,1,6,0
2768,01-10-1972,"Near Adler, USSR",Aeroflot,Ilyushin IL-18B,108,108,0
2769,02-10-1972,"Kampot, Cambodia",Cambodia Air,Douglas DC-3,9,9,0
2770,12-10-1972,North Atlantic Ocean,Flamingo Airlines - Air Taxi,Aero Commander 680E,2,2,0
2771,13-10-1972,"Near Moscow, USSR",Aeroflot,Ilyushin IL-62,174,174,0
2772,13-10-1972,"Near San Fernando, Chile",Uruguayan Air Force - TAMU,Fairchild-Hiller FH-227D/LCD,29,45,0
2773,16-10-1972,Off the Alaska coast,Private,Cessna 310C,4,4,0
2774,21-10-1972,"Off Athens, Greece",Olympic Airways,NAMC YS-11A-202,37,53,0
2775,23-10-1972,"Tanna, Vanuatu",Air Melanesie,Britten-Norman BN-2A-6 Islander,1,8,0
2776,27-10-1972,"Near Noiretable, Loire, France",Air Inter,Vickers Viscount 724,60,68,0
2777,30-10-1972,"Poggiorsini, Italy",Aero Transporti Italiani,Fokker F-27 Friendship 200,27,27,0
2778,31-10-1972,"Near My Tho, South Vietnam",Military - U.S. Army,Boeing Vertol CH-47 (helicopter),22,22,0
2779,04-11-1972,"Near Plovdiv, Bulgaria",Balkan Bulgarian Airlines,Ilyushin IL-14P,35,35,0
2780,17-11-1972,"Elkton, Kentucky",Metro Air Systems,Beech G18S,11,11,0
2781,28-11-1972,"Near Moscow, Russia",Japan Air Lines,McDonnell Douglas DC-8-62,62,76,0
2782,29-11-1972,"St. Paul, Minnesota",Luthi Aviation - Air Taxi,Beechcraft C-45H,2,2,0
2783,03-12-1972,"Tenerife,  Canary Islands",Spantax,Convair CV-990-30A-5 Coronado,155,155,0
2784,05-12-1972,"Beni Sueif, Egypt",EgyptAir,Boeing 707-336C,6,6,0
2785,05-12-1972,"Myrtle Beach, South Carolina",Military - U.S. Air Force,Lockheed C-130E Hercules,12,12,0
2786,06-12-1972,"Near  Lac Randall, Quebec ,Canada",Superior Airways,Douglas C-47B-15-DK,3,3,0
2787,08-12-1972,"Near Rawalpindi, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 400,26,26,0
2788,08-12-1972,"Midway Airport, Chicago, Illinois",United Air Lines,Boeing B-737-222,43,61,2
2789,15-12-1972,"Detroit, Michigan",Zantop Airways,Learjet 23,2,2,1
2790,20-12-1972,"Chicago, Illinois",Delta Air Lines/ North Central Airlines,Convair CV-880 / McDonnell DC-9-31,10,133,0
2791,21-12-1972,"Near Pakse, Laos",Military - U.S. Air Force,Lockheed AC-130A Hercules,14,16,0
2792,21-12-1972,"Off St. Maarten off, Netherlands Antilles",Air Guadeloupe,de Havilland Canada DHC-6 Twin Otter 300,13,13,0
2793,23-12-1972,"Skaugum, Norway",Braathens,Fokker F-28 Fellowship 1000,40,45,0
2794,29-12-1972,"Everglades National Park, Florida",Eastern Air Lines,Lockheed L-1011 TriStar 1,103,176,0
2795,31-12-1972,"San Juan, Puerto Rico",American Express Leasing,Douglas DC-7CF,5,5,0
2796,02-01-1973,"Edmonton, Alberta, Canada",Pacific Western Airlines,Boeing 707-321C,5,5,0
2797,19-01-1973,"Near Glasgow, Scotland",British European Airways,Vickers 802 Viscount,4,4,0
2798,21-01-1973,"Perm, Russia",Aeroflot,Antonov An-24B,39,39,0
2799,22-01-1973,"Kano, Nigeria",Alia Royal Jordanian Airlines,Boeing B-707-3D3C,176,202,0
2800,27-01-1973,"Townsend, Tennessee",Air Transit - Air Taxi,Cessna 182B,3,4,0
2801,27-01-1973,"Near Tegucigalpa, Honduras",TAN,Douglas DC-6A,3,3,0
2802,29-01-1973,"Near Kyrenia, Cyprus",Egyptair,Ilyushin IL-18D,37,37,0
2803,31-01-1973,"Kasigluk, Alaska",Harry Faulkner - Air Taxi,Cessna 180H,2,2,0
2804,12-02-1973,"Walla Walla, Washington",Red Carpet Flying Service - Air Taxi,Cessna 320E,4,4,0
2805,19-02-1973,"Prague, Czechoslovakia",Aeroflot,Tupolev TU-154,66,100,0
2806,19-02-1973,"Morgan City, Louisiana",Petrolium Helo Inc.,Bell 206B,5,5,0
2807,21-02-1973,"Cerro Horqueta, Panama",Aerovias Urraca,Douglas DC-3,22,28,0
2808,21-02-1973,"Near Isma'iliya, Egypt",Libya Arab Airlines,Boeing B-727-224,110,113,0
2809,22-02-1973,"Londonderry, Vermont",Air Taxi,Cessna 310J,2,2,0
2810,24-02-1973,"Near Leningrad, Russia",Aeroflot,Ilyushin IL-18,79,79,0
2811,28-02-1973,"Near Nabire, Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 100,13,13,0
2812,28-02-1973,"Szczecin, Poland",Military - Polish Air Force,Antonov An-24B,15,15,0
2813,28-02-1973,"Near Szczecin, Poland",Military - Polish Air Force,Antonov AN-24B,18,18,0
2814,28-02-1973,"Semipalatinsk, Kazakhstan",Aeroflot,Yakovlev YAK-40,32,32,0
2815,03-03-1973,"Moscow, USSR",Balkan Bulgarian Airlines,Ilyushin IL-18V,25,25,0
2816,05-03-1973,"Off Funchal, Portugal",Aviaco,Sud Aviation SE-210 Caravelle,3,3,0
2817,05-03-1973,"Near Nantes, France",Lineas Aereas de Espana/Spantax SA Transportes,MD Douglas DC-9-32/Convair CV-990A,68,182,0
2818,07-03-1973,"Near Ban Hong Sa, Laos",Air America,Fairchild C-123,4,4,0
2819,15-03-1973,"Off Brunswick, Maine",Military - U.S. Navy,Lockheed P-3B Orion,5,5,0
2820,15-03-1973,"Hyderabad, India",Indian Airlines,HAL-748-224,3,3,0
2821,19-03-1973,"Ben Me Thuot, South Vietnam",Air Vietnam (South Vietnam),Douglas C-54D,62,62,0
2822,10-04-1973,"Near Basel,  Switzerland",Invicta International Airlines (UK),Vickers Vanguard 952,108,145,0
2823,12-04-1973,"Moffett AFB, California",Military - U.S. Navy / NASA,Lockheed P-3C / Convair CV-990-30A-5,16,17,0
2824,18-04-1973,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,de Havilland Canada DHC-6 Twin Otter 100,4,19,0
2825,19-04-1973,"Davenport, Iowa",Air Iowa,Beech E18S,6,6,0
2826,11-05-1973,"Near Semipalatinsk, USSR",Aeroflot,Ilyushin IL-18B,61,61,0
2827,11-05-1973,"Greenville, Maine",Air Taxi,Cessna 402B,6,6,0
2828,16-05-1973,"Deadhorse, Alaska",Winship Air Service - Air Taxi,Swearingen SA26T,2,5,0
2829,18-05-1973,"Chita, Siberia, USSR",Aeroflot,Tupolev TU-104A,81,81,0
2830,19-05-1973,"Svay Rieng, Cambodia",Cambodia Air,Douglas C-47A,11,11,0
2831,29-05-1973,"Near Rimouski, Prov. Quebec, Canada",Air Gasp????,Douglas DC-3,4,4,0
2832,29-05-1973,"Near Lagoinha, Brazil",Amazonense,Lockheed Constellation,9,NA,NA
2833,31-05-1973,"Near New Delhi, India",Indian Airlines,Boeing B-737-2A8,48,65,0
2834,01-06-1973,"Sao Luis, Brazil",Cruzeiro,Sud Aviation SE-210 Caravelle VIN,23,23,0
2835,03-06-1973,"Goussainville, France",Aeroflot,Tupolev TU-144,6,6,8
2836,09-06-1973,"Rio de Janeiro, Brazil",Varig,Boeing 707-327C,2,4,0
2837,20-06-1973,"Near Puerto Vallarta, Mexico",Aeromexico,McDonnell Douglas DC-9-15,27,27,0
2838,30-06-1973,"Amman, Jordan",Aeroflot,Tupolev TU-134A,2,85,7
2839,04-07-1973,"Near Shakhtyorsk, Russia",Aeroflot,Ilyushin IL-14,18,18,0
2840,09-07-1973,"Nnear Kuybyshev, Russia",Aeroflot,Tupolev TU-124V,2,61,0
2841,11-07-1973,"Paris, Orly Airport, France",Varig,Boeing B-707-345C,123,134,0
2842,22-07-1973,"Off Papeete, Tahiti",Pan American World Airways,Boeing B-707-321B,78,79,0
2843,23-07-1973,"St. Louis, Missouri",Ozark Air Lines,Fairchild-Hiller FH-227B,38,44,0
2844,24-07-1973,"Honolulu, HI",Air Hawaii,Volpar C45G,5,5,0
2845,31-07-1973,"Logan Airport, Boston, Massachusetts",Delta Air Lines,McDonnell Douglas DC-9-31,89,89,0
2846,04-08-1973,"Ketchikan, Alaska",Revilla Flying Service - Air Taxi,Cessna A185F,5,5,0
2847,13-08-1973,"Near La  Coru????a, Spain",Aviaco Condor,Sud-Aviation Caravelle 10-R,85,85,5
2848,15-08-1973,"Don Don, Haiti",Private,Norman BN-2A-6,10,10,0
2849,18-08-1973,"Baku, Azerbaijan, USSR",Aeroflot,Antonov AN-24V,56,64,0
2850,22-08-1973,"El Yopal, Colombia",AVIANCA,Douglas DC-3,16,17,0
2851,27-08-1973,"Bogota, Colombia",Aerovias Brasil,Lockheed L-188A Electra,42,42,0
2852,28-08-1973,"Thirty-five miles west of Los Angeles, California",Trans World Airlines,Boeing B-707-331B,1,149,0
2853,28-08-1973,"Near Huete, Spain",Military - U.S. Air Force,Lockheed C-141A,24,25,0
2854,04-09-1973,"Gary, Indiana",Aegler Stuart Flying Service  / Private,Piper PA-30 / Cessna 337A,4,5,0
